X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,Target
28.19,65.04,7.892,5.9,0.013,2786.0,-0.36,0.0,-0.2,51.6,81.0,24.127,32.334
28.35,64.8,6.759,5.845,-0.004,943.0,-0.39,0.0,-0.2,45.4,81.0,23.256,32.393
28.28,64.84,6.612,5.281,0.077,1124.0,-0.3,0.0,-0.1,45.8,98.0,272.55,32.409
28.41,65.09,5.807,5.255,0.039,758.0,-0.35,0.0,-0.2,59.6,81.0,27.336,32.483
28.3,64.72,8.145,5.882,0.037,755.0,0.0,0.0,-0.3,67.6,81.0,39.061,32.255
28.18,64.48,7.077,5.228,0.055,1033.0,-0.4,0.0,-0.1,40.8,81.0,21.038,32.305
28.37,64.69,7.144,5.483,0.101,298.0,-0.36,0.0,-0.1,10.0,-81.36,273.24,32.348
28.19,64.97,8.165,5.182,0.078,2767.0,-0.35,0.0,-0.1,35.0,81.0,29.882,32.238
28.22,64.98,6.973,5.636,0.065,743.0,0.16,0.0,-0.1,41.2,-81.36,27.537,32.449
28.25,65.07,7.282,5.453,0.007,1109.0,-0.4,0.0,0.3,33.8,81.0,37.989,32.351
28.27,64.9,7.808,5.195,0.076,1678.0,-0.35,0.0,0.4,65.2,-81.36,31.851,32.508
28.22,64.99,7.257,5.713,0.093,844.0,-0.48,0.0,0.3,28.6,81.0,20.368,32.309
28.27,64.68,6.302,5.385,0.107,546.0,-0.36,0.0,0.1,38.4,81.0,39.463,32.32
28.11,64.84,7.924,5.713,0.01,816.0,0.49,0.0,-0.1,55.2,81.0,33.215,32.18
28.29,64.68,5.817,5.406,0.044,1230.0,0.0,0.0,-0.2,57.4,98.0,28.743,32.522
28.3,64.75,7.598,5.46,0.063,1469.0,-0.3,0.0,-0.2,53.8,98.0,39.061,32.52
28.25,65.03,7.844,5.436,-0.034,565.0,-0.39,0.0,0.0,10.0,98.0,31.021,32.514
28.28,64.69,6.073,5.425,0.104,1200.0,-0.43,0.0,-0.1,58.0,98.0,39.396,32.463
28.3,64.91,7.956,5.169,0.1,2114.0,-0.35,0.0,-0.2,10.0,-81.36,31.987,32.466
28.37,64.75,6.581,5.707,0.069,1272.0,-0.43,0.0,-0.1,38.0,-81.36,33.419,32.433
28.23,64.97,6.206,5.439,0.066,476.0,-0.15,0.0,0.4,27.4,81.0,37.788,32.434
28.22,64.89,6.912,5.669,-0.091,712.0,0.2,0.0,0.1,56.8,81.0,23.256,32.248
28.18,65.08,5.836,5.169,0.101,625.0,0.2,0.0,0.4,33.8,81.0,27.269,32.283
28.28,65.1,6.796,5.317,0.08,1360.0,-0.35,0.0,0.3,43.8,-81.36,29.547,32.449
28.31,64.81,7.058,5.064,0.058,1996.0,-0.35,0.0,-0.2,42.4,81.0,26.13,32.315
28.27,64.71,6.383,5.347,0.071,1187.0,0.41,0.0,-0.1,64.0,98.0,29.614,32.454
28.26,64.95,8.254,5.478,0.088,2477.0,-0.43,0.0,-0.1,24.2,81.0,37.895,32.395
28.21,64.69,6.228,5.355,0.045,843.0,-0.43,0.0,0.4,31.2,81.0,28.743,32.223
28.26,64.68,6.542,5.68,-0.002,756.0,-0.36,0.0,0.1,20.4,98.0,33.555,32.502
28.32,64.9,7.593,5.576,-0.015,1438.0,-0.44,0.0,-0.1,57.8,98.0,38.927,32.525
28.26,64.67,7.1,5.227,0.127,2236.0,0.19,0.0,0.1,19.0,-81.36,24.723,32.481
28.23,64.67,8.46,5.365,0.09,739.0,0.49,0.0,-0.2,51.8,-81.36,29.25,32.382
28.26,64.78,6.145,5.523,0.027,1472.0,0.16,0.0,-0.1,12.8,98.0,35.041,32.455
28.18,64.65,6.194,5.302,0.019,2545.0,-0.35,0.0,0.0,10.0,98.0,24.522,32.261
28.15,64.93,7.667,5.672,0.136,695.0,-0.04,0.0,0.0,31.8,98.0,33.283,32.275
28.26,64.67,6.17,5.402,0.092,992.0,-0.39,0.0,0.0,39.2,-81.36,28.609,32.502
28.28,64.48,6.904,5.099,0.061,2175.0,-0.04,0.0,-0.1,63.6,81.0,24.857,32.513
28.26,64.8,6.087,5.444,0.089,1532.0,0.13,0.0,0.1,42.6,81.0,28.609,32.337
28.25,64.68,6.081,5.348,0.014,2103.0,-0.15,0.0,-0.1,57.4,98.0,39.396,32.47
28.29,64.89,8.114,4.862,0.115,564.0,-0.3,0.0,-0.1,18.2,-81.36,25.996,32.392
28.24,65.01,6.394,5.21,0.03,1147.0,-0.35,0.0,-0.1,10.0,98.0,23.986,32.448
28.11,64.97,7.797,5.526,0.044,2538.0,0.17,0.0,-0.1,10.0,81.0,26.398,32.201
28.24,64.74,8.062,5.36,0.049,1279.0,0.15,0.0,0.0,16.8,-81.36,29.547,32.472
28.2,64.7,6.353,5.443,0.148,1025.0,-0.4,0.0,-0.1,48.0,81.0,39.53,32.298
28.26,64.51,6.644,5.336,0.079,1313.0,-0.08,0.0,-0.1,51.2,98.0,29.011,32.397
28.31,64.88,5.941,5.148,-0.022,1966.0,0.41,0.0,0.0,42.2,81.0,26.13,32.382
28.26,64.9,7.086,5.335,0.062,1779.0,-0.3,0.0,0.0,20.2,81.0,30.016,32.391
28.27,64.86,6.211,5.591,0.081,831.0,-0.19,0.0,-0.2,62.0,-81.36,25.761,32.292
28.23,64.69,7.424,5.33,0.011,1856.0,-0.04,0.0,0.1,28.4,81.0,30.284,32.226
28.3,65.08,5.81,5.28,0.105,719.0,-0.39,0.0,-0.2,10.0,-81.36,27.336,32.361
28.19,64.99,7.127,5.132,0.091,934.0,-0.3,0.0,0.0,48.4,81.0,31.021,32.211
28.27,64.96,7.543,5.162,0.08,807.0,-0.15,0.0,0.2,10.0,81.0,24.12,32.296
28.31,64.81,5.259,5.153,0.155,685.0,0.45,0.0,-0.1,55.8,81.0,26.264,32.37
28.18,65.06,6.675,5.264,0.058,1633.0,0.2,0.0,0.1,57.0,81.0,29.681,32.359
28.27,64.51,7.065,5.4,0.016,471.0,-0.4,0.0,-0.1,37.6,81.0,39.664,32.263
28.29,64.8,7.638,5.644,0.029,540.0,-0.3,0.0,-0.3,12.0,98.0,33.215,32.533
28.29,64.92,5.873,5.036,-0.006,1523.0,-0.43,0.0,0.4,10.0,98.0,26.063,32.48
28.19,64.68,7.958,5.362,0.034,1055.0,-0.39,0.0,0.1,57.0,-81.36,26.666,32.446
28.3,64.69,5.061,5.317,0.122,1249.0,-0.48,0.0,-0.1,16.8,98.0,28.977,32.421
28.34,64.85,7.078,5.408,-0.029,653.0,-0.15,0.0,-0.1,59.4,98.0,37.788,32.506
28.26,64.88,7.723,5.414,0.018,884.0,-0.4,0.0,-0.2,41.2,81.0,24.12,32.402
28.26,64.98,6.711,5.328,-0.008,1360.0,-0.35,0.0,-0.1,57.8,98.0,29.681,32.44
28.17,64.96,7.566,5.235,0.009,1037.0,-0.3,0.0,-0.3,34.6,81.0,29.413,32.314
28.32,64.74,5.42,5.345,0.046,1136.0,-0.4,0.0,-0.1,10.0,81.0,29.114,32.379
28.24,65.05,6.927,5.292,0.022,1055.0,-0.35,0.0,-0.1,26.4,98.0,29.48,32.43
28.24,64.96,8.159,5.852,0.018,2637.0,0.19,0.0,-0.3,35.8,81.0,24.262,32.515
28.31,64.81,8.511,5.536,0.037,2553.0,-0.35,0.0,-0.2,63.6,98.0,25.489,32.475
28.3,64.98,6.562,5.367,0.145,1448.0,0.45,0.0,-0.2,43.2,-81.36,29.547,32.523
28.2,64.89,8.103,5.947,0.079,2295.0,-0.03,0.0,0.0,28.8,-81.36,24.194,32.424
28.28,65.0,8.416,5.655,0.127,2934.0,-0.11,0.0,0.0,51.2,98.0,37.895,32.34
28.2,64.8,7.179,5.288,-0.012,1073.0,-0.09,0.0,-0.1,10.0,98.0,20.636,32.392
28.27,64.66,7.253,5.444,0.06,941.0,-0.19,0.0,0.1,10.0,81.0,277.38,32.383
28.23,64.85,7.06,5.537,-0.027,1247.0,-0.43,0.0,-0.3,55.4,98.0,25.625,32.269
28.28,64.68,6.037,5.597,0.058,1873.0,-0.43,0.0,-0.2,40.8,81.0,35.376,32.412
28.26,64.9,7.745,5.282,0.079,1191.0,-0.39,0.0,0.0,41.2,81.0,29.413,32.26
28.26,64.76,6.92,5.256,0.071,2370.0,-0.48,0.0,0.1,24.6,81.0,31.851,32.416
28.27,64.85,5.842,4.862,-0.015,1362.0,-0.35,0.0,-0.3,42.6,98.0,26.197,32.426
28.24,64.89,7.369,5.511,0.007,690.0,0.41,0.0,-0.1,11.8,81.0,23.986,32.387
28.26,64.97,7.124,5.218,0.041,1750.0,0.45,0.0,-0.2,62.6,81.0,29.748,32.345
28.23,64.67,6.036,5.658,0.057,1104.0,0.11,0.0,0.2,45.4,98.0,33.555,32.445
28.24,64.56,6.833,5.447,0.028,1064.0,-0.15,0.0,-0.1,31.2,81.0,28.877,32.384
28.26,64.74,7.434,5.646,-0.021,651.0,-0.4,0.0,-0.3,25.4,81.0,33.283,32.406
28.18,64.5,7.374,5.273,0.084,1051.0,-0.35,0.0,-0.1,68.8,-81.36,21.105,32.464
28.28,65.06,7.065,5.267,0.037,1132.0,-0.43,0.0,-0.3,59.4,98.0,29.279,32.494
28.27,64.77,6.479,5.236,0.102,2538.0,-0.15,0.0,-0.1,50.4,81.0,31.715,32.48
28.21,64.84,7.741,5.189,0.054,2114.0,0.0,0.0,0.1,10.0,81.0,31.783,32.313
28.21,64.54,7.139,5.448,0.004,1280.0,-0.35,0.0,-0.1,49.0,81.0,39.798,32.403
28.22,64.88,6.913,5.395,0.095,933.0,-0.44,0.0,-0.1,55.0,-81.36,30.82,32.405
28.28,64.59,7.242,5.595,0.089,827.0,-0.4,0.0,-0.2,48.2,98.0,277.38,32.431
28.27,64.69,6.081,5.716,-0.003,1059.0,-0.44,0.0,-0.2,10.0,81.0,33.419,32.358
28.25,64.84,7.404,5.494,0.041,950.0,-0.44,0.0,-0.1,44.0,98.0,24.187,32.38
28.24,65.05,6.457,5.233,0.021,1174.0,-0.35,0.0,0.4,57.8,81.0,29.614,32.379
28.21,64.69,7.277,5.313,0.012,3376.0,-0.3,0.0,-0.2,45.6,81.0,275.31,32.373
28.24,64.78,7.188,5.324,0.036,1750.0,-0.3,0.0,-0.2,46.8,81.0,273.93,32.289
28.13,64.58,8.58,5.424,0.042,861.0,-0.4,0.0,0.1,10.0,98.0,39.597,32.297
28.26,64.95,7.459,5.403,0.018,1562.0,-0.4,0.0,-0.2,24.8,98.0,38.86,32.339
28.19,65.16,6.103,5.278,0.099,801.0,-0.39,0.0,-0.1,33.0,81.0,29.748,32.334
28.26,64.79,7.827,5.494,0.098,1060.0,-0.43,0.0,-0.2,10.0,-81.36,26.331,32.475
28.28,64.96,6.152,5.467,0.048,965.0,0.45,0.0,-0.1,28.8,98.0,30.619,32.432
28.18,64.78,6.917,5.36,0.082,2213.0,-0.48,0.0,-0.05,58.4,81.0,24.465,32.31
28.29,64.75,7.039,5.389,-0.005,660.0,-0.02,0.0,0.3,59.8,98.0,30.954,32.469
28.29,64.68,5.689,5.329,0.065,1027.0,-0.3,0.0,-0.2,43.4,81.0,29.046,32.383
28.29,64.51,7.15,5.051,0.102,1545.0,-0.44,0.0,0.2,10.0,-81.36,24.924,32.4
28.31,64.76,8.165,5.41,0.114,690.0,-0.15,0.0,0.4,21.4,-81.36,29.046,32.403
28.3,64.57,7.055,5.88,0.045,849.0,0.19,0.0,0.1,37.0,98.0,20.971,32.512
28.24,65.05,6.518,5.375,0.016,1912.0,-0.4,0.0,-0.1,42.4,81.0,23.852,32.408
28.18,64.7,5.343,5.309,-0.009,1795.0,-0.48,0.0,0.1,24.8,81.0,29.114,32.253
28.19,64.96,8.352,5.563,0.063,1175.0,-0.4,0.0,-0.1,10.0,81.0,37.827,32.31
28.24,64.87,7.171,5.172,-0.008,641.0,-0.3249999999999999,0.0,0.1,17.2,98.0,24.12,32.456
28.2,65.01,7.597,5.187,0.078,2727.0,0.19,0.0,-0.1,26.2,81.0,31.579,32.333
28.16,64.76,6.733,5.351,0.114,2164.0,0.2,0.0,0.1,50.4,-81.36,24.532,32.373
28.26,64.6,5.986,5.108,-0.004,2542.0,0.16,0.0,0.3,51.6,81.0,24.656,32.347
28.27,64.93,6.839,5.823,0.015,817.0,-0.4,0.0,-0.1,45.8,81.0,23.256,32.236
28.25,64.87,6.905,5.457,-0.017,699.0,-0.44,0.0,-0.1,56.4,81.0,30.686,32.386
28.08,65.09,6.91,5.557,0.033,1476.0,-0.39,0.0,0.0,62.4,81.0,37.52,32.126
28.16,65.06,8.246,5.541,0.11,2911.0,0.0,0.0,0.0,46.8,-81.36,37.691,32.299
28.28,64.77,6.196,5.365,0.003,886.0,-0.07,0.0,-0.1,64.2,98.0,28.475,32.418
28.3,64.71,6.827,5.323,0.058,1103.0,-0.35,0.0,-0.2,44.0,98.0,274.62,32.344
28.24,64.92,7.013,5.879,0.011,990.0,-0.48,0.0,-0.1,45.2,81.0,23.187,32.249
28.17,64.78,7.626,5.178,0.027,3169.0,-0.35,0.0,-0.2,57.2,81.0,24.532,32.245
28.29,64.7,7.73,5.346,0.026,1517.0,-0.44,0.0,-0.3,52.4,98.0,30.15,32.377
28.17,65.01,7.357,5.289,0.039,1009.0,0.19,0.0,-0.1,10.0,81.0,20.502,32.193
28.21,64.51,6.768,5.411,0.1,1501.0,-0.43,0.0,0.1,35.4,-23.36,29.212,32.287
28.29,64.86,7.385,5.651,0.01,871.0,-0.11,0.0,0.0,66.4,-81.36,33.215,32.422
28.25,65.18,6.951,5.54,0.033,1264.0,0.16,0.0,-0.1,39.2,-81.36,27.403,32.311
28.22,65.08,8.158,5.15,0.066,2188.0,-0.43,0.0,0.1,46.8,81.0,29.547,32.401
28.27,64.56,6.874,5.273,0.079,880.0,-0.4,0.0,0.0,17.6,81.0,21.038,32.419
28.2,65.07,6.406,5.561,0.088,1049.0,-0.4,0.0,0.3,38.0,81.0,37.788,32.32
28.29,64.85,5.957,5.062,0.12,1848.0,0.41,0.0,-0.1,13.6,98.0,26.197,32.376
28.2,64.97,7.497,5.152,0.117,1224.0,0.36,0.0,0.0,39.8,81.0,29.48,32.251
28.28,64.89,6.037,4.921,0.086,623.0,0.2,0.0,0.0,10.0,-81.36,26.264,32.423
28.25,65.14,6.382,5.284,0.035,1260.0,0.13,0.0,0.4,40.0,98.0,29.614,32.386
28.24,64.73,7.396,5.757,-0.102,513.0,-0.11,0.0,0.0,32.6,81.0,33.283,32.369
28.33,64.79,5.736,5.676,0.119,1259.0,0.15,0.0,0.4,33.2,-81.36,33.419,32.371
28.23,64.92,7.456,5.546,0.066,1009.0,-0.35,0.0,-0.2,62.2,98.0,38.927,32.49
28.3,65.1,6.352,5.287,0.168,984.0,-0.3,0.0,-0.2,25.0,81.0,29.212,32.397
28.25,64.56,6.98,5.427,0.099,1248.0,-0.39,0.0,0.2,30.2,81.0,28.877,32.344
28.22,64.85,7.856,5.171,0.102,2079.0,-0.4,0.0,-0.1,11.0,81.0,31.919,32.387
28.22,64.66,6.791,5.145,0.082,2417.0,0.0,0.0,-0.2,10.0,81.0,24.79,32.382
28.31,64.65,7.202,5.607,0.059,908.0,-0.35,0.0,-0.3,35.2,-81.36,274.62,32.495
28.28,64.7,8.447,5.425,0.065,323.0,-0.15,0.0,-0.2,32.4,98.0,29.318,32.527
28.21,64.79,7.785,5.262,0.025,2399.0,-0.3,0.0,-0.2,37.2,98.0,31.783,32.392
28.34,64.89,7.859,5.199,0.025,2172.0,-0.48,0.0,-0.2,20.6,98.0,31.783,32.533
28.22,64.53,6.678,5.426,0.052,1236.0,-0.4,0.0,-0.2,45.6,81.0,28.944,32.179
28.26,64.65,6.108,5.094,0.004,2449.0,-0.43,0.0,-0.2,66.2,98.0,24.723,32.401
28.27,64.89,7.82,5.184,0.041,1892.0,-0.07,0.0,0.0,34.4,-81.36,31.919,32.361
28.2,64.54,6.869,5.262,0.16,1043.0,0.45,0.0,-0.1,46.0,81.0,21.038,32.312
28.23,65.12,6.45,5.263,0.136,1972.0,-0.15,0.0,0.1,41.8,98.0,29.614,32.484
28.29,65.06,6.55,5.415,0.099,1153.0,-0.44,0.0,-0.3,68.0,81.0,31.021,32.447
28.27,65.04,6.633,5.205,0.131,1414.0,0.19,0.0,0.1,43.8,-81.36,29.681,32.366
28.28,64.88,7.557,5.309,0.015,940.0,-0.35,0.0,-0.3,43.2,-81.36,24.053,32.535
28.24,64.97,6.446,5.329,0.063,1356.0,-0.4,0.0,-0.2,56.4,98.0,29.815,32.481
28.28,65.0,7.207,5.37,-0.042,813.0,-0.48,0.0,-0.1,51.2,81.0,37.922,32.482
28.25,64.75,7.3,5.497,0.102,1271.0,-0.4,0.0,-0.2,17.4,81.0,273.24,32.275
28.2,65.2,8.018,5.618,0.029,1083.0,0.19,0.0,0.1,42.0,81.0,34.639,32.329
28.24,64.58,6.719,5.398,0.023,1587.0,-0.39,0.0,-0.1,24.6,98.0,28.81,32.53
28.23,65.06,6.299,5.284,-0.017,918.0,-0.19,0.0,-0.3,32.2,98.0,29.48,32.48
28.36,64.91,8.072,5.559,0.083,473.0,-0.03,0.0,0.3,22.8,98.0,38.86,32.565
28.26,64.86,7.667,5.183,0.079,2234.0,-0.03,0.0,0.4,53.0,98.0,31.647,32.433
28.15,64.95,7.785,5.558,-0.006,699.0,-0.43,0.0,0.1,55.4,98.0,26.465,32.363
28.27,65.12,7.717,5.585,0.033,1472.0,-0.35,0.0,0.3,42.2,81.0,34.572,32.257
28.23,64.85,8.146,5.828,0.009,858.0,-0.48,0.0,0.1,10.0,98.0,23.187,32.372
28.27,64.68,6.389,5.361,0.038,1239.0,-0.44,0.0,0.2,43.0,98.0,28.743,32.416
28.19,65.02,8.026,5.86,0.025,2544.0,-0.35,0.0,0.0,14.4,98.0,24.33,32.442
28.39,64.79,5.918,5.774,0.055,1107.0,0.41,0.0,0.1,59.2,98.0,33.283,32.514
28.3,64.82,7.289,5.259,0.019,2378.0,0.41,0.0,-0.1,41.8,-81.36,31.715,32.479
28.26,64.75,7.69,5.659,-0.013,367.0,-0.36,0.0,0.2,12.8,98.0,33.215,32.482
28.22,65.07,7.148,5.417,-0.028,937.0,-0.35,0.0,-0.1,58.8,81.0,37.922,32.401
28.29,64.96,6.732,5.86,0.016,1216.0,0.19,0.0,-0.1,22.6,81.0,23.256,32.372
28.21,64.76,7.855,5.508,0.072,1346.0,-0.15,0.0,-0.1,34.2,98.0,26.666,32.547
28.35,64.65,6.134,5.626,0.107,1570.0,-0.43,0.0,-0.2,34.0,98.0,35.309,32.433
28.25,65.06,5.852,5.296,0.111,870.0,-0.43,0.0,-0.1,55.2,-23.36,27.202,32.423
28.21,65.18,8.409,5.257,0.014,2351.0,-0.19,0.0,-0.1,47.2,98.0,29.48,32.406
28.21,64.97,6.599,5.236,0.061,1139.0,0.17,0.0,0.1,32.0,98.0,23.986,32.347
28.31,64.7,5.694,5.322,0.118,1275.0,-0.3,0.0,0.0,61.2,81.0,29.114,32.291
28.29,64.95,7.168,5.232,0.055,776.0,0.0,0.0,0.2,10.0,98.0,23.919,32.478
28.22,64.98,7.382,5.546,0.094,1215.0,0.13,0.0,-0.1,30.2,-81.36,37.691,32.329
28.25,64.98,7.971,5.204,0.095,525.0,0.2,0.0,-0.2,57.0,98.0,27.537,32.417
28.31,65.15,7.878,5.232,0.073,819.0,-0.43,0.0,-0.1,58.2,81.0,29.48,32.545
28.35,64.9,8.493,5.488,-0.037,2710.0,0.2,0.0,-0.2,40.6,-81.36,37.895,32.592
28.26,64.93,7.002,5.034,0.054,435.0,-0.4,0.0,-0.1,42.2,81.0,25.862,32.432
28.2,65.01,7.609,5.476,0.055,392.0,-0.35,0.0,-0.2,27.4,81.0,31.021,32.345
28.23,64.86,6.142,5.496,0.115,1354.0,0.11,0.0,0.3,65.6,98.0,37.922,32.372
28.22,64.76,6.66,5.223,0.069,1981.0,0.2,0.0,-0.1,62.0,-81.36,31.647,32.312
28.27,64.62,7.148,5.149,0.082,337.0,-0.48,0.0,-0.1,40.6,81.0,277.38,32.452
28.21,64.85,8.104,5.331,0.105,1296.0,0.45,0.0,0.0,13.4,81.0,26.331,32.277
28.23,65.02,7.342,5.457,0.02,982.0,-0.4,0.0,-0.2,61.6,98.0,30.954,32.428
28.24,64.79,7.429,5.696,0.102,509.0,0.2,0.0,0.1,10.0,81.0,33.215,32.295
28.27,64.88,8.634,5.54,0.03,2599.0,-0.3,0.0,-0.2,44.0,81.0,25.354,32.475
28.32,64.76,5.859,5.785,0.034,1408.0,-0.4,0.0,-0.1,66.2,81.0,33.487,32.399
28.26,64.89,7.501,5.428,0.025,812.0,-0.04,0.0,-0.1,58.8,81.0,35.108,32.436
28.26,65.13,7.955,5.25,0.132,2346.0,-0.35,0.0,-0.2,59.4,81.0,29.547,32.239
28.22,64.94,7.044,5.313,0.059,803.0,0.45,0.0,0.0,10.0,81.0,20.502,32.313
28.19,64.84,7.609,5.425,0.056,2321.0,-0.35,0.0,-0.1,18.4,98.0,26.532,32.448
28.29,64.57,6.928,5.278,0.067,1696.0,0.15,0.0,0.4,41.2,-81.36,20.971,32.36
28.19,65.2,5.86,5.596,-0.013,518.0,-0.43,0.0,-0.1,28.6,81.0,27.47,32.229
28.23,64.87,7.556,5.674,0.122,507.0,-0.36,0.0,0.5,10.0,81.0,33.215,32.392
28.18,65.07,6.868,5.564,0.042,906.0,-0.39,0.0,0.1,44.6,98.0,37.721,32.445
28.27,64.66,7.279,5.616,0.068,1377.0,0.16,0.0,-0.2,13.4,81.0,276.0,32.266
28.23,64.51,8.695,5.478,0.051,1416.0,-0.48,0.0,-0.1,23.8,81.0,39.664,32.432
28.35,64.98,6.136,5.845,0.034,1281.0,0.19,0.0,0.3,18.6,98.0,23.187,32.448
28.28,64.97,6.575,5.288,0.022,909.0,-0.4,0.0,0.0,30.0,98.0,23.986,32.527
28.29,64.86,7.257,5.346,0.073,1985.0,-0.35,0.0,-0.1,16.4,98.0,30.15,32.515
28.2,64.71,7.169,5.33,0.089,2398.0,-0.35,0.0,-0.1,31.4,81.0,30.217,32.278
28.31,64.96,8.018,5.186,0.079,488.0,-0.03,0.0,-0.2,22.6,81.0,27.269,32.443
28.29,64.53,6.691,5.028,0.144,2083.0,-0.4,0.0,-0.1,67.8,81.0,24.991,32.503
28.18,64.85,7.481,5.277,0.084,1320.0,0.15,0.0,0.0,10.0,98.0,24.12,32.313
28.22,64.97,7.957,5.482,0.09,555.0,0.15,0.0,-0.2,12.0,81.0,26.599,32.224
28.1,64.96,6.807,5.589,0.063,1898.0,-0.39,0.0,0.0,57.4,81.0,37.721,32.17
28.17,64.77,6.184,5.061,0.108,2009.0,-0.35,0.0,0.4,10.0,81.0,24.656,32.344
28.2,64.51,7.095,5.404,0.075,1537.0,-0.15,0.0,0.1,59.4,81.0,39.731,32.382
28.26,64.97,7.658,5.3,0.066,1693.0,0.15,0.0,-0.1,10.0,-81.36,38.927,32.357
28.32,64.66,6.382,5.346,0.082,444.0,0.16,0.0,0.2,69.4,81.0,39.463,32.391
28.31,64.91,5.882,4.92,0.114,1965.0,-0.35,0.0,0.1,59.4,98.0,26.063,32.455
28.24,65.14,7.939,5.24,0.101,1916.0,-0.11,0.0,-0.2,66.4,81.0,29.547,32.297
28.19,64.79,6.001,5.406,0.004,1257.0,-0.19,0.0,0.0,36.0,81.0,28.676,32.243
28.31,64.86,7.29,5.648,0.1,700.0,-0.11,0.0,-0.1,66.2,-81.36,34.907,32.384
28.36,64.84,8.163,5.497,0.047,1428.0,-0.43,0.0,0.0,24.2,-81.36,25.625,32.385
28.18,64.75,7.107,5.534,0.051,1916.0,0.15,0.0,-0.1,10.6,81.0,37.855,32.377
28.2,64.65,6.8,5.781,0.108,1022.0,0.13,0.0,-0.1,53.6,-81.36,33.419,32.299
28.27,64.57,6.006,5.142,0.111,2693.0,-0.35,0.0,-0.2,64.2,81.0,24.723,32.361
28.25,64.79,7.494,5.258,0.114,1680.0,-0.11,0.0,0.3,10.0,98.0,31.851,32.439
28.37,64.93,6.614,5.52,0.04,778.0,-0.04,0.0,0.0,55.8,81.0,25.625,32.394
28.22,65.11,7.038,5.218,-0.018,839.0,-0.44,0.0,0.3,15.6,81.0,29.212,32.332
28.31,64.8,7.766,5.304,0.028,2186.0,-0.43,0.0,-0.3,36.8,81.0,30.217,32.317
28.27,64.95,7.404,5.331,0.071,2406.0,0.2,0.0,0.0,42.2,81.0,29.949,32.355
28.19,65.02,8.101,5.166,0.063,2137.0,0.2,0.0,0.1,22.2,81.0,29.748,32.266
28.28,64.64,7.224,5.675,0.092,899.0,-0.3,0.0,-0.3,22.4,81.0,275.31,32.334
28.2,64.73,7.959,5.831,0.011,886.0,-0.4,0.0,-0.2,65.4,98.0,23.598,32.321
28.24,64.89,6.975,5.461,0.07,1017.0,-0.15,0.0,-0.2,10.0,-81.36,30.619,32.345
28.17,64.84,7.923,5.72,0.045,535.0,0.2,0.0,-0.2,12.8,98.0,33.283,32.288
28.15,64.84,7.552,5.478,0.043,1087.0,0.16,0.0,-0.1,34.8,98.0,24.187,32.288
28.33,65.14,6.063,5.112,0.139,476.0,-0.48,0.0,0.0,19.4,98.0,25.795,32.591
28.33,65.14,7.967,5.621,0.083,338.0,-0.43,0.0,-0.2,35.0,98.0,34.773,32.507
28.17,64.71,7.607,5.537,0.089,2741.0,0.0,0.0,0.0,19.0,-81.36,26.666,32.368
28.26,64.77,6.089,5.507,-0.017,2164.0,0.16,0.0,-0.2,56.0,98.0,35.108,32.416
28.19,64.78,7.926,5.565,0.113,2419.0,-0.48,0.0,0.2,21.2,81.0,26.532,32.335
28.31,64.49,6.76,5.25,0.04,1058.0,0.15,0.0,0.1,29.4,-81.36,29.078,32.565
28.23,64.78,7.596,5.269,-0.044,1126.0,0.19,0.0,0.1,42.4,81.0,26.465,32.315
28.2,64.89,6.881,5.554,-0.007,1285.0,0.45,0.0,-0.2,49.0,98.0,37.721,32.472
28.27,64.97,7.944,5.521,0.075,973.0,0.41,0.0,-0.1,54.0,81.0,38.793,32.278
28.24,64.68,7.23,5.168,0.051,3592.0,-0.3,0.0,-0.1,30.6,81.0,276.0,32.272
28.24,64.88,7.635,5.182,0.051,2138.0,-0.35,0.0,0.4,10.0,98.0,31.987,32.459
28.27,64.84,5.877,4.728,0.093,1608.0,-0.35,0.0,-0.3,40.8,81.0,26.264,32.332
28.23,65.09,7.094,5.385,0.056,1098.0,-0.4,0.0,-0.2,10.2,98.0,37.989,32.521
28.22,64.57,7.004,5.957,0.063,1293.0,-0.4,0.0,-0.1,17.4,81.0,20.904,32.302
28.26,65.07,7.077,5.497,0.042,722.0,-0.36,0.0,0.1,10.0,-81.36,30.954,32.368
28.18,64.97,7.994,5.142,0.114,2230.0,-0.39,0.0,0.1,58.4,81.0,29.815,32.304
28.29,64.86,6.202,5.316,0.075,525.0,0.2,0.0,-0.1,49.2,81.0,273.24,32.404
28.16,64.92,8.107,5.417,0.121,869.0,-0.04,0.0,-0.1,38.0,81.0,26.465,32.393
28.22,64.84,6.06,5.299,0.078,565.0,-0.3,0.0,-0.2,56.6,98.0,273.24,32.39
28.39,64.79,6.091,5.692,0.077,1057.0,0.15,0.0,0.4,12.0,81.0,33.283,32.443
28.26,64.89,7.36,5.16,0.058,425.0,-0.35,0.0,0.4,45.4,98.0,24.532,32.518
28.2,65.05,7.172,5.43,0.025,880.0,-0.43,0.0,0.0,42.0,98.0,30.954,32.341
28.21,64.9,8.261,5.46,0.077,1039.0,-0.04,0.0,-0.3,22.4,98.0,26.532,32.424
28.2,64.91,7.012,5.85,-0.026,955.0,0.16,0.0,0.4,28.4,98.0,23.256,32.251
28.26,64.8,7.413,5.253,0.029,1429.0,0.13,0.0,0.4,18.2,81.0,29.748,32.378
